**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	1	1	12	1	0	0.5	47	0	0	0	0	0	0	0	0	0	0	-1	48	0.5
18	3	3	11	3	0	0.5	59	0	0	0	0	0	0	0	0	0	0	-1	60	0.5
18	5	5	10	5	0	1.5	67	0	0	0	0	0	0	0	0	0	0	-1	67	1.5
18	7	7	9	7	0	1.5	71	0	0	0	0	0	0	0	0	0	0	-1	71	1.5
18	9	9	8	9	0	1.5	74	0	0	0	0	0	0	0	0	0	0	-1	75	1.5
18	11	11	7	11	0	0.333333	62	0	0	0	0	0	0	0	1	0	0	-1	63	0.333333
18	12	12	6	12	0	0.333333	74	0	0	0	0	0	0	0	1	0	0	-1	75	0.333333
18	13	13	5	13	0	1.5	-13988	0	0	0	0	0	0	0	0	0	0	-1	-13988	1.5
18	14	14	4	14	0	1.5	62	0	0	0	0	0	0	0	0	0	0	-1	63	1.5
18	17	17	2	17	0	1.5	67	0	0	0	0	0	0	0	0	0	0	-1	67	1.5
18	19	19	1	19	0	1.5	71	1	0	0	0	0	0	0	0	0	0	-1	71	1.5
18	19	19	1	19	0	1.5	74	1	0	0	0	0	0	0	0	0	0	-1	71	1.5
19	11	11	7	11	0.333333	0.333333	63	0	0	0	0	0	0	0	0	0	62	0	64	0.666667
19	12	12	6	12	0.333333	0.333333	75	0	0	0	0	0	0	0	0	0	74	0	76	0.666667
20	1	1	12	1	0.5	0.5	48	0	0	0	0	0	0	0	0	0	47	0	47	1
20	3	3	11	3	0.5	0.5	60	0	0	0	0	0	0	0	0	0	59	0	59	1
21	11	11	7	11	0.666667	0.333333	64	0	0	0	0	0	0	0	0	1	63	0.333333	64	1
21	12	12	6	12	0.666667	0.333333	76	0	0	0	0	0	0	0	0	1	75	0.333333	76	1
22	1	1	12	1	1	0.5	47	0	0	0	0	0	0	0	0	0	48	0.5	45	1.5
22	3	3	11	3	1	0.5	59	0	0	0	0	0	0	0	0	0	60	0.5	57	1.5
22	11	11	7	11	1	0.75	64	0	0	0	0	0	0	0	1	0	64	0.666667	67	1.75
22	12	12	6	12	1	0.75	76	0	0	0	0	0	0	0	1	0	76	0.666667	79	1.75
23	1	1	12	1	1.5	2.5	45	0	0	0	0	0	0	0	0	0	47	1	44	4
23	3	3	11	3	1.5	2.5	57	0	0	0	0	0	0	0	0	0	59	1	56	4
23	5	5	10	5	1.5	0.5	67	0	0	0	0	0	0	0	0	0	67	0	67	2.75
23	7	7	9	7	1.5	0.5	71	0	0	0	0	0	0	0	0	0	71	0	71	2.75
23	9	9	8	9	1.5	0.5	75	0	0	0	0	0	0	0	0	0	74	0	75	2.75
23	13	13	5	13	1.5	0.5	-13988	0	0	0	0	0	0	0	0	0	-13988	0	-13988	4
23	14	14	4	14	1.5	0.5	63	0	0	0	0	0	0	0	0	0	62	0	63	2.75
23	17	17	2	17	1.5	0.5	67	0	0	0	0	0	0	0	0	0	67	0	67	2.75
23	19	19	1	19	1.5	0.5	71	1	0	0	0	0	0	0	0	0	71	0	71	2.75
23	19	19	1	19	1.5	0.5	75	1	0	0	0	0	0	0	0	0	71	0	71	2.75
24	11	11	7	11	1.75	0.25	67	0	0	0	0	0	0	0	0	1	64	1	67	2
24	12	12	6	12	1.75	0.25	79	0	0	0	0	0	0	0	0	1	76	1	79	2
25	11	11	7	11	2	0.333333	67	0	0	0	0	0	0	0	1	0	67	1.75	68	2.33333
