**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
19	1	1	16	1	0	1.5	48	0	0	0	0	0	0	0	0	0	0	-1	46	1.5
19	2	2	15	2	0	1.5	36	1	0	0	0	0	0	0	0	0	0	-1	46	1.5
19	2	2	15	2	0	1.5	44	1	0	0	0	0	0	0	0	0	0	-1	46	1.5
19	3	3	14	3	0	1.5	49	1	0	0	0	0	0	0	0	0	0	-1	57	1.5
19	3	3	14	3	0	1.5	55	1	0	0	0	0	0	0	0	0	0	-1	57	1.5
19	4	4	13	4	0	3	56	1	0	1	0	0	0	0	0	0	0	-1	56	3.5
19	4	4	13	4	0	3	62	1	0	0	0	0	0	0	0	0	0	-1	56	3.5
19	6	6	12	6	0	3	63	1	0	1	0	0	0	0	0	0	0	-1	63	3.5
19	6	6	12	6	0	3	69	1	0	0	0	0	0	0	0	0	0	-1	63	3.5
19	8	8	11	8	0	1	62	1	0	0	0	0	0	0	0	0	0	-1	78	1
19	8	8	11	8	0	1	63	1	0	0	0	0	0	0	0	0	0	-1	78	1
19	8	8	11	8	0	1	67	1	0	0	0	0	0	0	0	0	0	-1	78	1
19	8	8	11	8	0	1	70	1	0	0	0	0	0	0	0	0	0	-1	78	1
19	9	9	10	9	0	0.5	69	1	0	0	0	0	0	0	0	0	0	-1	67	0.5
19	9	9	10	9	0	0.5	71	1	0	0	0	0	0	0	0	0	0	-1	67	0.5
19	9	9	10	9	0	0.5	72	1	0	0	0	0	0	0	0	0	0	-1	67	0.5
19	9	9	10	9	0	0.5	76	1	0	0	0	0	0	0	0	0	0	-1	67	0.5
19	9	9	10	9	0	0.5	79	1	0	0	0	0	0	0	0	0	0	-1	67	0.5
19	10	10	9	10	0	3.5	48	0	0	0	0	0	0	0	0	0	0	-1	48	3.5
19	11	11	8	11	0	1.5	-13988	0	0	0	0	0	0	0	0	0	0	-1	-13988	1.5
19	12	12	7	12	0	1.5	-13988	0	0	0	0	0	0	0	1	0	0	-1	-13988	1.5
19	13	13	6	13	0	0.125	47	0	0	1	0	0	0	0	1	0	0	-1	48	0.125
19	15	15	5	15	0	0.5	60	0	0	0	0	0	1	0	0	0	0	-1	72	0.5
19	16	16	4	16	0	1	72	0	0	0	0	0	0	0	0	0	0	-1	73	1
19	17	17	3	17	0	1.5	36	0	0	1	0	0	0	0	0	0	0	-1	46	1.5
19	18	18	2	18	0	0.5	60	0	0	0	0	0	1	0	0	0	0	-1	72	0.5
19	19	19	1	19	0	1	72	0	0	0	0	0	0	0	0	0	0	-1	73	1
20	13	13	6	13	0.125	0.125	48	0	0	0	0	0	0	0	0	0	47	0	50	0.25
21	13	13	6	13	0.25	1.25	50	0	0	1	0	0	0	0	0	1	48	0.125	57	1.5
22	9	9	10	9	0.5	0.25	67	1	0	0	0	0	1	0	0	0	69	0	67	0.75
22	9	9	10	9	0.5	0.25	69	1	0	0	0	0	0	0	0	0	69	0	67	0.75
22	9	9	10	9	0.5	0.25	73	1	0	0	0	0	0	0	0	0	69	0	67	0.75
22	9	9	10	9	0.5	0.25	76	1	0	0	0	0	0	0	0	0	69	0	67	0.75
22	9	9	10	9	0.5	0.25	80	1	0	0	0	0	0	0	0	0	69	0	67	0.75
22	9	9	10	9	0.5	0.25	81	1	0	0	0	0	0	0	0	0	69	0	67	0.75
22	15	15	5	15	0.5	0.5	72	0	0	0	0	0	1	0	0	0	60	0	62	1
22	18	18	2	18	0.5	0.5	72	0	0	0	0	0	1	0	0	0	60	0	62	1
23	9	9	10	9	0.75	0.75	67	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
23	9	9	10	9	0.75	0.75	69	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
23	9	9	10	9	0.75	0.75	73	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
23	9	9	10	9	0.75	0.75	76	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
23	9	9	10	9	0.75	0.75	80	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
23	9	9	10	9	0.75	0.75	81	1	0	0	0	0	0	0	0	0	67	0.5	90	1.5
24	8	8	11	8	1	2	78	1	0	0	0	0	0	0	0	0	62	0	78	3
24	8	8	11	8	1	2	81	1	0	0	0	0	0	0	0	0	62	0	78	3
24	8	8	11	8	1	2	85	1	0	0	0	0	0	0	0	0	62	0	78	3
24	8	8	11	8	1	2	86	1	0	0	0	0	0	0	0	0	62	0	78	3
24	15	15	5	15	1	0.5	62	0	0	0	0	0	1	0	0	0	72	0.5	64	1.5
24	16	16	4	16	1	0.5	73	0	0	0	0	0	0	0	0	0	72	0	75	1.5
24	18	18	2	18	1	0.5	62	0	0	0	0	0	1	0	0	0	72	0.5	64	1.5
24	19	19	1	19	1	0.5	73	0	0	0	0	0	0	0	0	0	72	0	75	1.5
25	1	1	16	1	1.5	1	46	0	0	0	0	0	0	0	0	0	48	0	44	2.5
25	2	2	15	2	1.5	1	46	0	0	0	0	0	0	0	0	0	36	0	44	2.5
25	3	3	14	3	1.5	1	57	0	0	0	0	0	0	0	0	0	49	0	55	2.5
25	9	9	10	9	1.5	0.5	90	1	0	0	0	0	0	0	0	0	67	0.75	91	2
25	9	9	10	9	1.5	0.5	94	1	0	0	0	0	0	0	0	0	67	0.75	91	2
25	9	9	10	9	1.5	0.5	97	1	0	0	0	0	0	0	0	0	67	0.75	91	2
25	11	11	8	11	1.5	1	-13988	0	0	0	0	0	0	0	0	0	-13988	0	-13988	2.5
25	12	12	7	12	1.5	0.25	-13988	0	0	0	0	0	0	0	0	1	-13988	0	-13988	1.75
25	13	13	6	13	1.5	1	57	0	0	0	0	0	0	0	1	0	50	0.25	55	2.5
25	15	15	5	15	1.5	0.5	64	0	0	0	0	0	1	0	0	0	62	1	63	2
25	16	16	4	16	1.5	0.5	75	0	0	1	0	0	0	0	0	0	73	1	74	2
25	17	17	3	17	1.5	1	46	0	0	0	0	0	0	0	1	0	36	0	44	2.5
25	18	18	2	18	1.5	0.5	64	0	0	0	0	0	1	0	0	0	62	1	63	2
25	19	19	1	19	1.5	0.5	75	0	0	1	0	0	0	0	0	0	73	1	74	2
26	12	12	7	12	1.75	1.5	-13988	0	0	0	0	0	0	0	1	0	-13988	1.5	-13988	3.25
27	9	9	10	9	2	0.25	91	1	0	0	0	0	1	0	0	0	90	1.5	91	2.25
27	9	9	10	9	2	0.25	95	1	0	0	0	0	0	0	0	0	90	1.5	91	2.25
27	9	9	10	9	2	0.25	98	1	0	0	0	0	0	0	0	0	90	1.5	91	2.25
27	15	15	5	15	2	0.5	63	0	0	0	0	0	1	0	0	0	64	1.5	61	2.5
27	16	16	4	16	2	0.5	74	0	0	0	0	0	0	0	0	0	75	1.5	73	2.5
27	18	18	2	18	2	0.5	63	0	0	0	0	0	1	0	0	0	64	1.5	61	2.5
27	19	19	1	19	2	0.5	74	0	0	0	0	0	1	0	0	0	75	1.5	72	2.5
28	9	9	10	9	2.25	0.25	91	1	0	0	0	0	1	0	0	0	91	2	90	2.5
28	9	9	10	9	2.25	0.25	95	1	0	0	0	0	0	0	0	0	91	2	90	2.5
28	9	9	10	9	2.25	0.25	98	1	0	0	0	0	0	0	0	0	91	2	90	2.5
29	1	1	16	1	2.5	1	44	0	0	0	0	0	0	0	0	0	46	1.5	48	3.5
29	2	2	15	2	2.5	1	44	0	0	0	0	0	0	0	0	0	46	1.5	36	3.5
29	3	3	14	3	2.5	1	55	1	0	0	0	0	0	0	0	0	57	1.5	49	3.5
29	3	3	14	3	2.5	1	66	1	0	0	0	0	0	0	0	0	57	1.5	49	3.5
29	9	9	10	9	2.5	1	90	1	0	0	0	0	0	0	1	0	91	2.25	78	3.5
29	9	9	10	9	2.5	1	94	1	0	0	0	0	0	0	1	0	91	2.25	78	3.5
29	9	9	10	9	2.5	1	97	1	0	0	0	0	0	0	1	0	91	2.25	78	3.5
29	11	11	8	11	2.5	1	-13988	0	0	0	0	0	0	0	0	0	-13988	1.5	-13988	3.5
29	13	13	6	13	2.5	1	55	0	0	0	0	0	0	0	0	1	57	1.5	47	3.5
29	15	15	5	15	2.5	0.5	61	0	0	0	0	0	1	0	0	0	63	2	59	3
29	16	16	4	16	2.5	0.5	73	0	0	0	0	0	0	0	0	0	74	2	70	3
29	17	17	3	17	2.5	1	44	0	0	0	0	0	0	0	0	1	46	1.5	36	3.5
29	18	18	2	18	2.5	0.5	61	0	0	0	0	0	1	0	0	0	63	2	59	3
29	19	19	1	19	2.5	0.5	72	0	0	1	0	0	0	0	0	0	74	2	70	3
30	8	8	11	8	3	0.5	78	1	0	1	0	0	1	0	0	0	78	1	78	3.5
30	8	8	11	8	3	0.5	81	1	0	0	0	0	0	0	0	0	78	1	78	3.5
