**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	1	1	5	1	0	0.5	37	0	0	0	0	0	0	0	0	0	0	-1	49	0.5
19	1	1	5	1	0.5	0.5	49	0	0	0	0	0	0	0	0	0	37	0	37	5
20	2	2	4	2	1	0.5	61	0	0	0	0	0	0	0	0	0	0	-1	73	1.5
20	4	4	3	4	1	0.5	64	0	0	0	0	0	1	0	0	0	0	-1	64	1.5
20	6	6	2	6	1	0.5	68	0	0	0	0	0	1	0	0	0	0	-1	67	1.5
20	8	8	1	8	1	0.5	73	0	0	0	0	0	1	0	0	0	0	-1	71	1.5
21	2	2	4	2	1.5	0.5	73	0	0	0	0	0	0	0	0	0	61	1	73	2
21	4	4	3	4	1.5	0.5	64	0	0	0	0	0	1	0	0	0	64	1	64	2
21	6	6	2	6	1.5	0.5	67	0	0	0	0	0	1	0	0	0	68	1	68	2
21	8	8	1	8	1.5	0.5	71	0	0	0	0	0	1	0	0	0	73	1	73	2
22	2	2	4	2	2	0.5	73	0	0	0	0	0	0	0	0	0	73	1.5	85	2.5
22	4	4	3	4	2	1	64	0	0	0	0	0	1	0	0	0	64	1.5	66	3
22	6	6	2	6	2	1	68	0	0	0	0	0	1	0	0	0	67	1.5	71	3
22	8	8	1	8	2	1	73	0	0	0	0	0	1	0	0	0	71	1.5	75	3
23	2	2	4	2	2.5	0.5	85	0	0	0	0	0	0	0	0	0	73	2	85	3
24	2	2	4	2	3	0.5	85	0	0	0	0	0	0	0	0	0	85	2.5	73	3.5
24	4	4	3	4	3	1	66	0	0	0	0	0	1	0	0	0	64	2	67	5
24	6	6	2	6	3	1	71	0	0	0	0	0	1	0	0	0	68	2	73	5
24	8	8	1	8	3	1	75	0	0	0	0	0	1	0	0	0	73	2	76	5
25	2	2	4	2	3.5	0.5	73	0	0	0	0	0	0	0	0	0	85	3	73	4
26	2	2	4	2	4	0.5	73	0	0	0	0	0	0	0	0	0	73	3.5	61	4.5
27	2	2	4	2	4.5	0.5	61	0	0	0	0	0	0	0	0	0	73	4	61	6
29	1	1	5	1	5	0.5	37	0	0	0	0	0	0	0	0	0	49	0.5	49	5.5
29	4	4	3	4	5	0.333333	67	0	0	0	0	0	1	0	0	0	66	3	67	5.33333
29	6	6	2	6	5	0.333333	73	0	0	0	0	0	1	0	0	0	71	3	73	5.33333
29	8	8	1	8	5	0.333333	76	0	0	0	0	0	1	0	0	0	75	3	76	5.33333
30	4	4	3	4	5.33333	0.333333	67	0	0	0	0	0	1	0	0	0	67	5	67	5.66667
30	6	6	2	6	5.33333	0.333333	73	0	0	0	0	0	1	0	0	0	73	5	73	5.66667
30	8	8	1	8	5.33333	0.333333	76	0	0	0	0	0	1	0	0	0	76	5	76	5.66667
31	1	1	5	1	5.5	0.5	49	0	0	0	0	0	0	0	0	0	37	5	37	10
32	4	4	3	4	5.66667	0.333333	67	0	0	0	0	0	1	0	0	0	67	5.33333	66	6
32	6	6	2	6	5.66667	0.333333	73	0	0	0	0	0	1	0	0	0	73	5.33333	71	6
32	8	8	1	8	5.66667	0.333333	76	0	0	0	0	0	1	0	0	0	76	5.33333	74	6
33	2	2	4	2	6	0.5	61	0	0	0	0	0	0	0	0	0	61	4.5	73	6.5
33	4	4	3	4	6	1	66	0	0	0	0	0	1	0	0	0	67	5.66667	64	7
33	6	6	2	6	6	1	71	0	0	0	0	0	1	0	0	0	73	5.66667	68	7
33	8	8	1	8	6	1	74	0	0	0	0	0	1	0	0	0	76	5.66667	73	7
34	2	2	4	2	6.5	0.5	73	0	0	0	0	0	0	0	0	0	61	6	73	7
35	2	2	4	2	7	0.5	73	0	0	0	0	0	0	0	0	0	73	6.5	85	7.5
35	4	4	3	4	7	1	64	0	0	0	0	0	1	0	0	0	66	6	66	9
35	6	6	2	6	7	1	68	0	0	0	0	0	1	0	0	0	71	6	70	9
35	8	8	1	8	7	1	73	0	0	0	0	0	1	0	0	0	74	6	73	9
36	2	2	4	2	7.5	0.5	85	0	0	0	0	0	0	0	0	0	73	7	85	8
37	2	2	4	2	8	0.5	85	0	0	0	0	0	0	0	0	0	85	7.5	73	8.5
38	2	2	4	2	8.5	0.5	73	0	0	0	0	0	0	0	0	0	85	8	73	9
39	2	2	4	2	9	0.5	73	0	0	0	0	0	0	0	0	0	73	8.5	61	9.5
39	4	4	3	4	9	0.333333	66	0	0	0	0	0	1	0	0	0	64	7	66	9.33333
39	6	6	2	6	9	0.333333	70	0	0	0	0	0	1	0	0	0	68	7	70	9.33333
39	8	8	1	8	9	0.333333	73	0	0	0	0	0	1	0	0	0	73	7	73	9.33333
40	4	4	3	4	9.33333	0.333333	66	0	0	0	0	0	1	0	0	0	66	9	66	9.66667
40	6	6	2	6	9.33333	0.333333	70	0	0	0	0	0	1	0	0	0	70	9	70	9.66667
40	8	8	1	8	9.33333	0.333333	73	0	0	0	0	0	1	0	0	0	73	9	73	9.66667
41	2	2	4	2	9.5	0.5	61	0	0	0	0	0	0	0	0	0	73	9	61	11
42	4	4	3	4	9.66667	0.333333	66	0	0	0	0	0	1	0	0	0	66	9.33333	62	10
42	6	6	2	6	9.66667	0.333333	70	0	0	0	0	0	1	0	0	0	70	9.33333	67	10
42	8	8	1	8	9.66667	0.333333	73	0	0	0	0	0	1	0	0	0	73	9.33333	71	10
44	1	1	5	1	10	0.5	37	0	0	0	0	0	0	0	0	0	49	5.5	49	10.5
44	4	4	3	4	10	1	62	0	0	0	0	0	1	0	0	0	66	9.66667	63	11
44	6	6	2	6	10	1	67	0	0	0	0	0	1	0	0	0	70	9.66667	65	11
44	8	8	1	8	10	1	71	0	0	0	0	0	1	0	0	0	73	9.66667	69	11
45	1	1	5	1	10.5	0.5	49	0	0	0	0	0	0	0	0	0	37	10	0	0
46	2	2	4	2	11	0.5	61	0	0	0	0	0	0	0	0	0	61	9.5	73	11.5
46	4	4	3	4	11	0.5	63	0	0	0	0	0	1	0	0	0	62	10	62	11.5
46	6	6	2	6	11	0.5	65	0	0	0	0	0	1	0	0	0	67	10	67	11.5
46	8	8	1	8	11	0.5	69	0	0	0	0	0	1	0	0	0	71	10	71	11.5
47	2	2	4	2	11.5	0.5	73	0	0	0	0	0	0	0	0	0	61	11	73	12
47	4	4	3	4	11.5	0.5	62	0	0	0	0	0	1	0	0	0	63	11	61	12
47	6	6	2	6	11.5	0.5	67	0	0	0	0	0	1	0	0	0	65	11	64	12
47	8	8	1	8	11.5	0.5	71	0	0	0	0	0	1	0	0	0	69	11	68	12
48	2	2	4	2	12	0.5	73	0	0	0	0	0	0	0	0	0	73	11.5	85	12.5
48	4	4	3	4	12	1	61	0	0	0	0	0	0	0	0	0	62	11.5	61	13
48	6	6	2	6	12	1	64	0	0	0	0	0	0	0	0	0	67	11.5	64	13
48	8	8	1	8	12	1	68	0	0	0	0	0	0	0	0	0	71	11.5	68	13
49	2	2	4	2	12.5	0.5	85	0	0	0	0	0	0	0	0	0	73	12	85	13
50	2	2	4	2	13	0.5	85	0	0	0	0	0	0	0	0	0	85	12.5	73	13.5
50	4	4	3	4	13	2	61	0	0	0	0	0	0	0	0	0	61	12	0	0
50	6	6	2	6	13	2	64	0	0	0	0	0	0	0	0	0	64	12	0	0
50	8	8	1	8	13	2	68	0	0	0	0	0	0	0	0	0	68	12	0	0
51	2	2	4	2	13.5	0.5	73	0	0	0	0	0	0	0	0	0	85	13	73	14
52	2	2	4	2	14	0.5	73	0	0	0	0	0	0	0	0	0	73	13.5	61	14.5
53	2	2	4	2	14.5	0.5	61	0	0	0	0	0	0	0	0	0	73	14	0	0
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
