**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	17	17	7	17	0	1.5	52	0	0	0	0	0	0	0	0	0	0	-1	54	1.5
18	19	19	6	19	0	0.5	64	0	0	0	0	0	0	0	0	0	0	-1	50	1
18	23	23	4	23	0	0.5	76	0	0	0	0	0	0	0	0	0	0	-1	56	1
18	25	25	3	25	0	1	60	0	0	0	0	0	0	0	1	0	0	-1	62	1
18	29	29	1	29	0	0.5	88	0	0	0	0	0	0	0	0	0	0	-1	60	1
19	21	21	5	21	0.5	0.5	59	0	0	0	0	0	0	0	1	0	0	-1	58	1
20	19	19	6	19	1	0.5	50	0	0	0	0	0	0	0	0	0	64	0	56	1.5
20	21	21	5	21	1	1.5	58	0	0	0	0	0	0	0	0	1	59	0.5	59	3
20	23	23	4	23	1	0.5	56	0	0	0	0	0	1	0	0	0	76	0	50	1.5
20	25	25	3	25	1	0.5	62	0	0	0	0	0	0	0	0	1	60	0	58	2.5
20	29	29	1	29	1	1.5	60	0	0	0	0	0	0	0	0	0	88	0	62	2.5
21	17	17	7	17	1.5	0.5	54	0	0	0	0	0	0	0	0	0	52	0	52	3
21	19	19	6	19	1.5	0.5	56	0	0	0	0	0	0	0	0	0	50	1	52	2
21	23	23	4	23	1.5	1	50	0	0	0	0	0	0	0	0	0	56	1	56	2.5
21	27	27	2	27	1.5	0.5	63	0	0	0	0	0	1	0	0	0	0	-1	62	2
22	19	19	6	19	2	0.5	52	0	0	0	0	0	0	0	0	0	56	1.5	50	3
22	27	27	2	27	2	1	62	0	0	0	0	0	0	0	0	0	63	1.5	63	4
23	23	23	4	23	2.5	0.5	56	0	0	0	0	0	1	0	0	0	50	1.5	50	3
23	25	25	3	25	2.5	1	58	0	0	0	0	0	0	0	0	0	62	1	60	4
23	29	29	1	29	2.5	0.5	62	0	0	0	0	0	0	0	0	0	60	1	60	3
24	17	17	7	17	3	1.5	52	0	0	0	0	0	0	0	0	0	54	1.5	54	4.5
24	19	19	6	19	3	0.5	50	0	0	0	0	0	0	0	0	0	52	2	56	3.5
24	21	21	5	21	3	0.5	59	0	0	0	0	0	0	0	1	0	58	1	58	3.5
24	23	23	4	23	3	1	50	0	0	0	0	0	0	0	0	0	56	2.5	56	4
24	29	29	1	29	3	0.5	60	0	0	0	0	0	0	0	0	0	62	2.5	62	3.5
25	19	19	6	19	3.5	0.5	56	0	0	0	0	0	0	0	0	0	50	3	52	4
25	21	21	5	21	3.5	1.5	58	0	0	0	0	0	0	0	0	1	59	3	59	5.5
25	29	29	1	29	3.5	0.5	62	0	0	0	0	0	0	0	0	0	60	3	60	4.5
26	19	19	6	19	4	0.5	52	0	0	0	0	0	0	0	0	0	56	3.5	50	5
26	23	23	4	23	4	0.5	56	0	0	0	0	0	1	0	0	0	50	3	50	4.5
26	25	25	3	25	4	1	60	0	0	0	0	0	0	0	1	0	58	2.5	62	5
26	27	27	2	27	4	0.5	63	0	0	0	0	0	1	0	0	0	62	2	62	4.5
27	17	17	7	17	4.5	0.5	54	0	0	0	0	0	0	0	0	0	52	3	52	6
27	23	23	4	23	4.5	1	50	0	0	0	0	0	0	0	0	0	56	4	56	5.5
27	27	27	2	27	4.5	1	62	0	0	0	0	0	0	0	0	0	63	4	63	6.5
27	29	29	1	29	4.5	1.5	60	0	0	0	0	0	0	0	1	0	62	3.5	62	6
28	19	19	6	19	5	0.5	50	0	0	0	0	0	0	0	0	0	52	4	56	5.5
28	25	25	3	25	5	0.5	62	0	0	0	0	0	0	0	0	1	60	4	58	6.5
29	19	19	6	19	5.5	0.5	56	0	0	0	0	0	0	0	0	0	50	5	52	6
29	21	21	5	21	5.5	0.5	59	0	0	0	0	0	0	0	1	0	58	3.5	58	6
29	23	23	4	23	5.5	0.5	56	0	0	0	0	0	1	0	0	0	50	4.5	50	6
31	17	17	7	17	6	1.5	52	0	0	0	0	0	0	0	0	0	54	4.5	54	7.5
31	19	19	6	19	6	0.5	52	0	0	0	0	0	0	0	0	0	56	5.5	50	7
31	21	21	5	21	6	1.5	58	0	0	0	0	0	0	0	0	1	59	5.5	59	8
31	23	23	4	23	6	1	50	0	0	0	0	0	0	0	0	0	56	5.5	56	7
31	29	29	1	29	6	0.5	62	0	0	0	0	0	0	0	0	0	60	4.5	60	6.5
32	25	25	3	25	6.5	1	58	0	0	0	0	0	0	0	0	0	62	5	60	8
32	27	27	2	27	6.5	0.5	63	0	0	0	0	0	1	0	0	0	62	4.5	62	7
32	29	29	1	29	6.5	0.5	60	0	0	0	0	0	0	0	0	0	62	6	62	7
33	19	19	6	19	7	0.5	50	0	0	0	0	0	0	0	0	0	52	6	56	7.5
33	23	23	4	23	7	0.5	56	0	0	0	0	0	1	0	0	0	50	6	50	7.5
33	27	27	2	27	7	1	62	0	0	0	0	0	0	0	0	0	63	6.5	63	9
33	29	29	1	29	7	0.5	62	0	0	0	0	0	0	0	0	1	60	6.5	60	8
34	17	17	7	17	7.5	0.5	54	0	0	0	0	0	0	0	0	0	52	6	52	9
34	19	19	6	19	7.5	0.5	56	0	0	0	0	0	0	0	0	0	50	7	52	8
34	23	23	4	23	7.5	1	50	0	0	0	0	0	0	0	0	0	56	7	56	8.5
35	19	19	6	19	8	0.5	52	0	0	0	0	0	0	0	0	0	56	7.5	50	9
35	21	21	5	21	8	0.5	59	0	0	0	0	0	0	0	1	0	58	6	58	8.5
35	25	25	3	25	8	1	60	0	0	0	0	0	0	0	1	0	58	6.5	62	9
35	29	29	1	29	8	1.5	60	0	0	0	0	0	0	0	1	0	62	7	62	9.5
36	21	21	5	21	8.5	1.5	58	0	0	0	0	0	0	0	0	1	59	8	59	10.5
36	23	23	4	23	8.5	0.5	56	0	0	0	0	0	1	0	0	0	50	7.5	50	9
37	17	17	7	17	9	1.5	52	0	0	0	0	0	0	0	0	0	54	7.5	54	10.5
37	19	19	6	19	9	0.5	50	0	0	0	0	0	0	0	0	0	52	8	56	9.5
37	23	23	4	23	9	1	50	0	0	0	0	0	0	0	0	0	56	8.5	56	10
37	25	25	3	25	9	0.5	62	0	0	0	0	0	0	0	0	1	60	8	58	10.5
37	27	27	2	27	9	0.5	63	0	0	0	0	0	1	0	0	0	62	7	62	9.5
38	19	19	6	19	9.5	0.5	56	0	0	0	0	0	0	0	0	0	50	9	52	10
38	27	27	2	27	9.5	1	62	0	0	0	0	0	0	0	0	0	63	9	63	11.5
38	29	29	1	29	9.5	0.5	62	0	0	0	0	0	0	0	0	0	60	8	60	10
39	1	1	15	1	10	8	88	0	0	0	0	0	0	0	0	0	0	-1	86	18
39	19	19	6	19	10	0.5	52	0	0	0	0	0	0	0	0	0	56	9.5	50	11
39	23	23	4	23	10	0.5	56	0	0	0	0	0	1	0	0	0	50	9	50	10.5
39	29	29	1	29	10	0.5	60	0	0	0	0	0	0	0	0	0	62	9.5	62	10.5
40	17	17	7	17	10.5	0.5	54	0	0	0	0	0	0	0	0	0	52	9	52	12
40	21	21	5	21	10.5	0.5	59	0	0	0	0	0	0	0	1	0	58	8.5	58	11
40	23	23	4	23	10.5	1	50	0	0	0	0	0	0	0	0	0	56	10	56	11.5
40	25	25	3	25	10.5	1	58	0	0	0	0	0	0	0	0	0	62	9	60	12
40	29	29	1	29	10.5	0.5	62	0	0	0	0	0	0	0	0	1	60	10	60	11.5
41	19	19	6	19	11	0.5	50	0	0	0	0	0	0	0	0	0	52	10	56	11.5
41	21	21	5	21	11	1.5	58	0	0	0	0	0	0	0	0	1	59	10.5	59	13
42	19	19	6	19	11.5	0.5	56	0	0	0	0	0	0	0	0	0	50	11	52	12
42	23	23	4	23	11.5	0.5	56	0	0	0	0	0	1	0	0	0	50	10.5	50	12
42	27	27	2	27	11.5	0.5	63	0	0	0	0	0	1	0	0	0	62	9.5	62	12
42	29	29	1	29	11.5	1.5	60	0	0	0	0	0	0	0	1	0	62	10.5	62	13
45	17	17	7	17	12	1.5	52	0	0	0	0	0	0	0	0	0	54	10.5	54	13.5
45	19	19	6	19	12	0.5	52	0	0	0	0	0	0	0	0	0	56	11.5	50	13
45	23	23	4	23	12	1	50	0	0	0	0	0	0	0	0	0	56	11.5	56	13
45	25	25	3	25	12	1	60	0	0	0	0	0	0	0	1	0	58	10.5	62	13
45	27	27	2	27	12	1	62	0	0	0	0	0	0	0	0	0	63	11.5	63	14
47	19	19	6	19	13	0.5	50	0	0	0	0	0	0	0	0	0	52	12	56	13.5
47	21	21	5	21	13	0.5	59	0	0	0	0	0	0	0	1	0	58	11	58	13.5
47	23	23	4	23	13	0.5	56	0	0	0	0	0	1	0	0	0	50	12	50	13.5
47	25	25	3	25	13	0.5	62	0	0	0	0	0	0	0	0	1	60	12	58	14.5
47	29	29	1	29	13	0.5	62	0	0	0	0	0	0	0	0	0	60	11.5	60	13.5
48	17	17	7	17	13.5	0.5	54	0	0	0	0	0	0	0	0	0	52	12	52	15
48	19	19	6	19	13.5	0.5	56	0	0	0	0	0	0	0	0	0	50	13	52	14
48	21	21	5	21	13.5	1.5	58	0	0	0	0	0	0	0	0	1	59	13	59	15.5
48	23	23	4	23	13.5	1	50	0	0	0	0	0	0	0	0	0	56	13	56	14.5
48	29	29	1	29	13.5	0.5	60	0	0	0	0	0	0	0	0	0	62	13	62	14
49	19	19	6	19	14	0.5	52	0	0	0	0	0	0	0	0	0	56	13.5	50	15
49	27	27	2	27	14	0.5	63	0	0	0	0	0	1	0	0	0	62	12	62	14.5
49	29	29	1	29	14	0.5	62	0	0	0	0	0	0	0	0	1	60	13.5	60	15
50	23	23	4	23	14.5	0.5	56	0	0	0	0	0	1	0	0	0	50	13.5	50	15
50	25	25	3	25	14.5	1	58	0	0	0	0	0	0	0	0	0	62	13	60	16
50	27	27	2	27	14.5	1	62	0	0	0	0	0	0	0	0	0	63	14	63	16.5
51	3	3	14	3	15	1	49	0	0	0	0	0	1	0	0	0	0	-1	47	16
51	5	5	13	5	15	1	56	0	0	0	0	0	1	0	0	0	0	-1	54	16
51	7	7	12	7	15	1	56	0	0	0	0	0	1	0	0	0	0	-1	56	16
