**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	3	3	6	3	0	2	78	0	0	0	0	0	0	1	0	0	0	-1	75	2
18	4	4	5	4	0	2	78	0	0	0	0	0	0	1	0	0	0	-1	75	2
18	8	8	2	8	0	0.5	49	0	0	0	0	0	0	0	0	0	0	-1	53	0.5
18	9	9	1	9	0	0.5	61	0	0	0	0	0	0	0	0	0	0	-1	65	0.5
19	5	5	4	5	0.5	0.5	68	0	1	0	0	0	0	0	0	0	0	-1	65	1
19	6	6	3	6	0.5	0.5	80	0	1	0	0	0	0	0	0	0	0	-1	77	1
19	8	8	2	8	0.5	0.5	53	0	0	0	0	0	0	0	0	0	49	0	51	1
19	9	9	1	9	0.5	0.5	65	0	0	0	0	0	0	0	0	0	61	0	63	1
20	5	5	4	5	1	0.5	65	0	0	0	0	0	0	0	0	0	68	0.5	63	1.5
20	6	6	3	6	1	0.5	77	0	0	0	0	0	0	0	0	0	80	0.5	75	1.5
20	8	8	2	8	1	0.5	51	0	0	0	0	0	0	0	0	0	53	0.5	54	1.5
20	9	9	1	9	1	0.5	63	0	0	0	0	0	0	0	0	0	65	0.5	66	1.5
21	5	5	4	5	1.5	0.5	63	0	0	0	0	0	0	0	0	0	65	1	66	2
21	6	6	3	6	1.5	0.5	75	0	0	0	0	0	0	0	0	0	77	1	78	2
21	8	8	2	8	1.5	0.5	54	0	0	0	0	0	0	0	0	0	51	1	53	2
21	9	9	1	9	1.5	0.5	66	0	0	0	0	0	0	0	0	0	63	1	65	2
22	1	1	7	1	2	0.5	75	0	1	0	0	0	0	0	0	0	0	-1	73	4
22	3	3	6	3	2	2	75	0	0	0	0	0	0	1	0	0	78	0	73	4
22	4	4	5	4	2	2	75	0	0	0	0	0	0	1	0	0	78	0	73	4
22	5	5	4	5	2	0.5	66	0	0	0	0	0	0	0	0	0	63	1.5	63	2.5
22	6	6	3	6	2	0.5	78	0	0	0	0	0	0	0	0	0	75	1.5	75	2.5
22	8	8	2	8	2	0.5	53	0	0	0	0	0	0	0	0	0	54	1.5	56	2.5
