**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	1	1	2	1	0	1	73	0	0	0	0	0	0	0	0	0	0	-1	68	1
18	2	2	1	2	0	1.5	85	0	0	0	0	0	0	0	1	0	0	-1	88	1.5
19	1	1	2	1	1	1	68	0	0	0	0	0	1	0	0	0	73	0	67	2
20	2	2	1	2	1.5	1.5	88	0	0	0	0	0	0	0	0	0	85	0	87	3
21	1	1	2	1	2	1	67	0	0	0	0	0	0	0	0	0	68	1	69	3
24	1	1	2	(1)a	3	1	69	1	0	0	0	0	0	0	0	0	67	2	69	4
24	1	1	2	(1)a	3	1	76	1	0	0	0	0	0	0	0	0	67	2	69	4
24	2	1	2	(1)b	3	3	68	0	0	0	0	0	0	0	0	0	67	2	0	0
24	3	2	1	2	3	1.5	87	0	0	0	0	0	0	0	0	0	88	1.5	80	4.5
25	1	1	2	(1)a	4	1	69	1	0	0	0	0	0	0	0	0	69	3	70	5
25	1	1	2	(1)a	4	1	76	1	0	0	0	0	0	0	0	0	69	3	70	5
26	3	2	1	2	4.5	1.5	80	0	0	0	0	0	0	0	0	0	87	3	87	6
27	1	1	2	(1)a	5	1	70	1	0	0	0	0	0	0	0	0	69	4	71	6
27	1	1	2	(1)a	5	1	76	1	0	0	0	0	0	0	0	0	69	4	71	6
29	1	1	2	(1)a	6	1	71	1	0	0	0	0	0	0	0	0	70	5	72	7
29	1	1	2	(1)a	6	1	77	1	0	0	0	0	0	0	0	0	70	5	72	7
29	3	2	1	2	6	1.5	87	0	0	0	0	0	0	0	0	0	80	4.5	85	7.5
30	1	1	2	(1)a	7	1	72	1	0	0	0	0	0	0	0	0	71	6	73	8
30	1	1	2	(1)a	7	1	78	1	0	0	0	0	0	0	0	0	71	6	73	8
31	3	2	1	2	7.5	1.5	85	0	0	0	0	0	0	0	0	1	87	6	0	0
32	1	1	2	(1)a	8	1	73	1	0	0	0	0	0	0	0	0	72	7	0	0
32	1	1	2	(1)a	8	1	79	1	0	0	0	0	0	0	0	0	72	7	0	0
*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-	*-
