**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
18	1	1	17	1	0	0.5	44	0	0	0	0	0	1	0	0	0	0	-1	44	0.5
18	3	3	16	3	0	0.5	44	0	0	0	0	0	1	0	0	0	0	-1	44	0.5
18	5	5	15	5	0	0.25	60	0	0	0	0	0	1	0	0	0	0	-1	51	0.25
18	7	7	14	7	0	0.25	51	1	0	0	0	0	1	0	0	0	0	-1	51	0.25
18	7	7	14	7	0	0.25	60	1	0	0	0	0	0	0	0	0	0	-1	51	0.25
18	9	9	13	9	0	0.25	58	1	0	0	0	0	1	0	0	0	0	-1	58	1.5
18	9	9	13	9	0	0.25	66	1	0	0	0	0	0	0	0	0	0	-1	58	1.5
18	11	11	12	11	0	0.25	58	1	0	0	0	0	1	0	0	0	0	-1	58	0.25
18	11	11	12	11	0	0.25	66	1	0	0	0	0	0	0	0	0	0	-1	58	0.25
18	15	15	10	15	0	0.5	44	1	0	0	0	0	1	0	0	0	0	-1	0	0
18	15	15	10	15	0	0.5	51	1	0	0	0	0	0	0	0	0	0	-1	0	0
18	16	16	9	16	0	0.5	60	0	0	0	0	0	1	0	0	0	0	-1	0	0
18	18	18	8	18	0	0.166667	44	1	0	0	0	0	0	0	0	0	0	-1	58	0.166667
18	18	18	8	18	0	0.166667	51	1	0	0	0	0	0	0	0	0	0	-1	58	0.166667
18	19	19	7	19	0	0.5	44	0	0	0	0	0	1	0	0	0	0	-1	44	1
18	23	23	5	23	0	5.5	60	0	1	0	0	0	0	0	0	0	0	-1	50	5.5
18	25	25	4	25	0	0.5	60	0	0	0	0	0	1	0	0	0	0	-1	0	0
19	18	18	8	18	0.166667	0.166667	58	1	0	0	0	0	0	0	0	0	44	0	53	0.333333
19	18	18	8	18	0.166667	0.166667	66	1	0	0	0	0	0	0	0	0	44	0	53	0.333333
20	5	5	15	5	0.25	0.25	51	1	0	0	0	0	1	0	0	0	60	0	51	0.5
20	5	5	15	5	0.25	0.25	60	1	0	0	0	0	0	0	0	0	60	0	51	0.5
20	7	7	14	7	0.25	0.25	51	1	0	0	0	0	1	0	0	0	51	0	51	0.5
20	7	7	14	7	0.25	0.25	60	1	0	0	0	0	0	0	0	0	51	0	51	0.5
20	11	11	12	11	0.25	0.25	58	1	0	0	0	0	1	0	0	0	58	0	58	0.5
20	11	11	12	11	0.25	0.25	66	1	0	0	0	0	0	0	0	0	58	0	58	0.5
21	18	18	8	18	0.333333	0.166667	53	0	0	0	0	0	0	0	0	0	58	0.166667	51	0.5
22	1	1	17	1	0.5	0.5	44	0	0	0	0	0	1	0	0	0	44	0	44	1
22	3	3	16	3	0.5	0.5	44	0	0	0	0	0	1	0	0	0	44	0	44	1
22	5	5	15	5	0.5	0.5	51	1	0	0	0	0	1	0	0	0	51	0.25	51	1
22	5	5	15	5	0.5	0.5	60	1	0	0	0	0	0	0	0	0	51	0.25	51	1
22	7	7	14	7	0.5	0.5	51	1	0	0	0	0	1	0	0	0	51	0.25	51	1
22	7	7	14	7	0.5	0.5	60	1	0	0	0	0	0	0	0	0	51	0.25	51	1
22	11	11	12	11	0.5	0.5	58	1	0	0	0	0	1	0	0	0	58	0.25	58	1
22	11	11	12	11	0.5	0.5	66	1	0	0	0	0	0	0	0	0	58	0.25	58	1
22	18	18	8	18	0.5	0.166667	51	0	0	0	0	0	1	0	0	0	53	0.333333	58	0.666667
23	18	18	8	18	0.666667	0.166667	58	1	0	0	0	0	0	0	0	0	51	0.5	53	0.833333
23	18	18	8	18	0.666667	0.166667	66	1	0	0	0	0	0	0	0	0	51	0.5	53	0.833333
24	18	18	8	18	0.833333	0.166667	53	0	0	0	0	0	0	0	0	0	58	0.666667	51	1
25	1	1	17	1	1	0.5	44	0	0	0	0	0	1	0	0	0	44	0.5	44	1.5
25	3	3	16	3	1	0.5	44	0	0	0	0	0	1	0	0	0	44	0.5	44	1.5
25	5	5	15	5	1	0.25	51	1	0	0	0	0	1	0	0	0	51	0.5	51	1.25
25	5	5	15	5	1	0.25	60	1	0	0	0	0	0	0	0	0	51	0.5	51	1.25
25	7	7	14	7	1	0.25	51	1	0	0	0	0	1	0	0	0	51	0.5	51	1.25
25	7	7	14	7	1	0.25	60	1	0	0	0	0	0	0	0	0	51	0.5	51	1.25
25	11	11	12	11	1	0.25	58	1	0	0	0	0	1	0	0	0	58	0.5	58	1.25
25	11	11	12	11	1	0.25	66	1	0	0	0	0	0	0	0	0	58	0.5	58	1.25
25	18	18	8	18	1	0.166667	51	0	0	0	0	0	1	0	0	0	53	0.833333	58	1.16667
25	19	19	7	19	1	0.5	44	0	0	0	0	0	0	0	0	0	44	0	44	2
26	18	18	8	18	1.16667	0.166667	58	1	0	0	0	0	0	0	0	0	51	1	53	1.33333
26	18	18	8	18	1.16667	0.166667	66	1	0	0	0	0	0	0	0	0	51	1	53	1.33333
27	5	5	15	5	1.25	0.25	51	1	0	0	0	0	1	0	0	0	51	1	51	1.5
27	5	5	15	5	1.25	0.25	60	1	0	0	0	0	0	0	0	0	51	1	51	1.5
