**line	**field	**track	**staff	**subtrack	**start	**dur	**pitch	**chord	**accent	**marcato	**sforzando	**tenuto	**staccato	**trill	**slur_start	**slur_end	**ppitch	**pstart	**npitch	**nstart
19	1	1	13	1	0	3.5	46	0	0	0	0	0	0	0	0	0	0	-1	45	3.5
19	3	3	12	3	0	2	61	0	0	0	0	0	0	0	1	0	0	-1	62	2
19	5	5	11	5	0	0.5	65	0	0	0	0	0	0	0	1	0	0	-1	67	0.5
19	7	7	10	7	0	1.5	74	0	0	0	0	0	0	0	1	0	0	-1	71	1.5
19	9	9	9	9	0	0.5	56	0	0	0	0	0	0	0	0	0	0	-1	55	1
19	13	13	6	13	0	1	55	0	0	0	0	0	0	0	0	0	0	-1	58	1
19	14	14	5	14	0	2	55	0	0	0	0	0	0	0	0	0	0	-1	74	3
19	15	15	4	15	0	0.5	75	0	0	0	0	0	0	0	1	0	0	-1	74	0.5
19	17	17	3	17	0	0.5	64	0	0	0	0	0	0	0	1	0	0	-1	63	0.5
19	19	19	2	19	0	0.5	70	0	0	0	0	0	0	0	1	0	0	-1	69	0.5
20	5	5	11	5	0.5	0.5	67	0	0	0	0	0	0	0	0	1	65	0	67	1
20	15	15	4	15	0.5	0.5	74	0	0	0	0	0	0	0	0	0	75	0	70	1
20	17	17	3	17	0.5	0.5	63	0	0	0	0	0	0	0	0	0	64	0	59	1
20	19	19	2	19	0.5	0.5	69	0	0	0	0	0	0	0	0	0	70	0	68	1
21	5	5	11	5	1	2	67	0	0	0	0	0	0	0	1	0	67	0.5	65	3
21	9	9	9	9	1	0.5	55	0	0	0	0	0	0	0	0	0	56	0	55	1.5
21	13	13	6	13	1	1	58	1	0	0	0	0	0	0	0	0	55	0	58	2
21	13	13	6	13	1	1	62	1	0	0	0	0	0	0	0	0	55	0	58	2
21	15	15	4	15	1	0.5	70	0	0	0	0	0	0	0	0	1	74	0.5	75	1.5
21	17	17	3	17	1	0.5	59	0	0	0	0	0	0	0	0	1	63	0.5	64	1.5
21	19	19	2	19	1	0.5	68	0	0	0	0	0	0	0	0	1	69	0.5	70	1.5
22	7	7	10	7	1.5	1	71	0	0	0	0	0	0	0	0	0	74	0	73	2.5
22	9	9	9	9	1.5	0.5	55	0	0	0	0	0	0	0	0	0	55	1	59	2
22	15	15	4	15	1.5	0.5	75	0	0	0	0	0	0	0	1	0	70	1	74	2
22	17	17	3	17	1.5	0.5	64	0	0	0	0	0	0	0	1	0	59	1	63	2
22	19	19	2	19	1.5	0.5	70	0	0	0	0	0	0	0	1	0	68	1	68	2
23	3	3	12	3	2	3	62	0	0	0	0	0	0	0	0	0	61	0	63	5
23	9	9	9	9	2	0.5	59	0	0	0	0	0	0	0	0	0	55	1.5	61	2.5
23	13	13	6	13	2	1	58	1	0	0	0	0	0	0	0	0	58	1	48	3
23	13	13	6	13	2	1	62	1	0	0	0	0	0	0	0	0	58	1	48	3
23	15	15	4	15	2	1	74	0	0	0	0	0	0	0	0	1	75	1.5	75	3
23	17	17	3	17	2	1	63	0	0	0	0	0	0	0	0	1	64	1.5	66	3
23	19	19	2	19	2	1	68	0	0	0	0	0	0	0	0	1	70	1.5	74	3
24	7	7	10	7	2.5	0.5	73	0	0	0	0	0	0	0	0	0	71	1.5	71	3
24	9	9	9	9	2.5	0.5	61	0	0	0	0	0	0	0	0	0	59	2	59	3
